episode,total_reward,steps_survived,success_flag,epsilon
37723,95,300,0,0.24350930906559318
37724,22,161,0,0.24350019062762074
37725,5,177,0,0.2434910725310969
37726,75,300,0,0.24348195477600887
37727,22,161,0,0.24347283736234387
37728,60,300,0,0.24346372029008911
37729,55,300,0,0.2434546035592318
37730,17,161,0,0.24344548716975914
37731,35,300,0,0.2434363711216584
37732,65,300,0,0.24342725541491672
37733,60,300,0,0.2434181400495214
37734,4,171,0,0.24340902502545958
37735,55,300,0,0.24339991034271855
37736,40,300,0,0.24339079600128546
37737,-36,248,0,0.2433816820011476
37738,22,161,0,0.24337256834229215
37739,2,161,0,0.24336345502470633
37740,-13,161,0,0.24335434204837736
37741,22,161,0,0.24334522941329248
37742,22,161,0,0.2433361171194389
37743,17,161,0,0.24332700516680383
37744,12,161,0,0.2433178935553745
37745,60,300,0,0.24330878228513814
37746,65,300,0,0.24329967135608196
37747,80,300,0,0.24329056076819322
37748,40,253,0,0.2432814505214591
37749,80,300,0,0.24327234061586686
37750,55,300,0,0.2432632310514037
37751,2,161,0,0.24325412182805686
37752,12,161,0,0.24324501294581355
37753,12,161,0,0.24323590440466103
37754,-13,161,0,0.24322679620458648
37755,22,161,0,0.24321768834557717
37756,-3,161,0,0.2432085808276203
37757,50,300,0,0.24319947365070313
37758,-3,161,0,0.24319036681481287
37759,0,300,0,0.24318126031993675
37760,100,300,0,0.243172154166062
37761,17,161,0,0.24316304835317587
37762,7,161,0,0.24315394288126557
37763,22,161,0,0.24314483775031834
37764,22,161,0,0.2431357329603214
37765,7,161,0,0.243126628511262
37766,32,214,0,0.24311752440312734
37767,80,300,0,0.24310842063590468
37768,-5,177,0,0.24309931720958128
37769,70,300,0,0.24309021412414433
37770,17,161,0,0.2430811113795811
37771,17,161,0,0.2430720089758788
37772,90,300,0,0.24306290691302468
37773,27,260,0,0.24305380519100597
37774,17,161,0,0.24304470380980991
37775,22,161,0,0.24303560276942374
37776,22,161,0,0.24302650206983467
37777,22,161,0,0.24301740171102998
37778,22,161,0,0.2430083016929969
37779,64,299,0,0.24299920201572264
37780,7,161,0,0.24299010267919446
37781,-3,161,0,0.24298100368339962
37782,-28,161,0,0.24297190502832533
37783,17,161,0,0.24296280671395884
37784,75,300,0,0.2429537087402874
37785,5,251,0,0.24294461110729826
37786,69,298,0,0.24293551381497863
37787,-3,161,0,0.24292641686331579
37788,12,161,0,0.24291732025229695
37789,12,161,0,0.2429082239819094
37790,22,161,0,0.24289912805214034
37791,35,300,0,0.24289003246297705
37792,55,300,0,0.24288093721440676
37793,7,161,0,0.2428718423064167
37794,12,161,0,0.24286274773899413
37795,17,161,0,0.24285365351212632
37796,20,300,0,0.24284455962580048
37797,95,300,0,0.24283546608000386
37798,65,300,0,0.24282637287472372
37799,17,161,0,0.24281728000994732
37800,46,283,0,0.2428081874856619
37801,12,161,0,0.24279909530185473
37802,60,300,0,0.242790003458513
37803,40,300,0,0.24278091195562404
37804,45,300,0,0.24277182079317505
37805,90,300,0,0.2427627299711533
37806,-3,161,0,0.24275363948954604
37807,85,300,0,0.2427445493483405
37808,17,161,0,0.24273545954752396
37809,70,300,0,0.24272637008708367
37810,40,251,0,0.2427172809670069
37811,22,161,0,0.24270819218728087
37812,32,285,0,0.24269910374789286
37813,22,161,0,0.2426900156488301
37814,7,161,0,0.2426809278900799
37815,90,300,0,0.24267184047162946
37816,7,262,0,0.24266275339346605
37817,22,161,0,0.24265366665557694
37818,40,300,0,0.24264458025794938
37819,100,300,0,0.24263549420057065
37820,45,300,0,0.24262640848342798
37821,22,161,0,0.24261732310650863
37822,40,300,0,0.2426082380697999
37823,60,300,0,0.242599153373289
37824,31,206,0,0.2425900690169632
37825,-63,161,0,0.2425809850008098
37826,23,242,0,0.242571901324816
37827,75,300,0,0.24256281798896914
37828,85,300,0,0.24255373499325641
37829,48,291,0,0.24254465233766512
37830,70,300,0,0.2425355700221825
37831,-8,161,0,0.24252648804679586
37832,12,161,0,0.24251740641149241
37833,20,300,0,0.24250832511625947
37834,12,161,0,0.24249924416108426
37835,45,300,0,0.24249016354595407
37836,12,161,0,0.24248108327085616
37837,36,230,0,0.24247200333577779
37838,22,161,0,0.24246292374070624
37839,64,299,0,0.2424538444856288
37840,24,270,0,0.24244476557053268
37841,65,300,0,0.2424356869954052
37842,55,300,0,0.2424266087602336
37843,17,161,0,0.24241753086500514
37844,43,293,0,0.24240845330970714
37845,70,300,0,0.24239937609432685
37846,65,300,0,0.24239029921885152
37847,45,300,0,0.24238122268326845
37848,29,299,0,0.2423721464875649
37849,100,300,0,0.24236307063172813
37850,75,300,0,0.24235399511574543
37851,90,300,0,0.24234491993960405
37852,26,231,0,0.2423358451032913
37853,75,300,0,0.24232677060679442
37854,24,195,0,0.2423176964501007
37855,22,161,0,0.24230862263319744
37856,22,161,0,0.24229954915607188
37857,22,161,0,0.24229047601871131
37858,95,300,0,0.24228140322110303
37859,75,300,0,0.2422723307632343
37860,7,211,0,0.24226325864509238
37861,85,300,0,0.24225418686666456
37862,40,300,0,0.2422451154279381
37863,-8,161,0,0.24223604432890034
37864,12,161,0,0.2422269735695385
37865,-13,161,0,0.2422179031498399
37866,17,161,0,0.2422088330697918
37867,100,300,0,0.24219976332938148
37868,22,161,0,0.24219069392859624
37869,55,300,0,0.24218162486742334
37870,70,300,0,0.24217255614585007
37871,80,300,0,0.2421634877638637
37872,17,185,0,0.24215441972145155
37873,12,161,0,0.24214535201860088
37874,12,161,0,0.242136284655299
37875,2,161,0,0.24212721763153314
37876,-13,238,0,0.24211815094729064
37877,22,161,0,0.24210908460255876
37878,17,161,0,0.24210001859732477
37879,17,161,0,0.242090952931576
37880,2,161,0,0.24208188760529972
37881,2,161,0,0.2420728226184832
37882,70,300,0,0.24206375797111376
37883,25,252,0,0.24205469366317867
37884,-8,161,0,0.24204562969466523
37885,-13,161,0,0.2420365660655607
37886,22,161,0,0.24202750277585242
37887,4,171,0,0.24201843982552765
37888,22,161,0,0.24200937721457366
37889,33,291,0,0.24200031494297777
37890,75,300,0,0.2419912530107273
37891,60,300,0,0.2419821914178095
37892,70,300,0,0.24197313016421165
37893,22,161,0,0.2419640692499211
37894,22,161,0,0.2419550086749251
37895,65,300,0,0.24194594843921094
37896,75,300,0,0.24193688854276596
37897,80,300,0,0.24192782898557744
37898,-13,161,0,0.24191876976763266
37899,75,300,0,0.2419097108889189
37900,32,211,0,0.2419006523494235
37901,60,300,0,0.24189159414913375
37902,7,161,0,0.2418825362880369
37903,-53,161,0,0.2418734787661203
37904,-3,161,0,0.24186442158337126
37905,50,300,0,0.24185536473977703
37906,-1,272,0,0.24184630823532494
37907,30,300,0,0.24183725207000228
37908,90,300,0,0.24182819624379637
37909,36,284,0,0.24181914075669447
37910,-13,161,0,0.24181008560868392
37911,75,300,0,0.24180103079975201
37912,70,300,0,0.24179197632988605
37913,2,161,0,0.24178292219907332
37914,75,300,0,0.24177386840730117
37915,22,161,0,0.24176481495455684
37916,-8,161,0,0.2417557618408277
37917,19,222,0,0.24174670906610102
37918,37,288,0,0.2417376566303641
37919,75,300,0,0.24172860453360426
37920,17,161,0,0.2417195527758088
37921,65,300,0,0.24171050135696504
37922,30,300,0,0.24170145027706028
37923,17,161,0,0.24169239953608182
37924,25,300,0,0.24168334913401698
37925,12,161,0,0.24167429907085305
37926,59,298,0,0.24166524934657738
37927,80,300,0,0.24165619996117724
37928,-3,161,0,0.24164715091463995
37929,22,211,0,0.24163810220695284
37930,60,300,0,0.24162905383810318
37931,70,300,0,0.24162000580807833
37932,7,161,0,0.24161095811686556
37933,36,230,0,0.2416019107644522
37934,2,161,0,0.2415928637508256
37935,17,161,0,0.241583817075973
37936,17,161,0,0.2415747707398818
37937,18,244,0,0.24156572474253923
37938,12,161,0,0.24155667908393266
37939,17,161,0,0.2415476337640494
37940,65,300,0,0.24153858878287673
37941,22,161,0,0.241529544140402
37942,30,251,0,0.24152049983661253
37943,22,161,0,0.24151145587149564
37944,80,300,0,0.24150241224503863
37945,28,218,0,0.2414933689572288
37946,80,300,0,0.24148432600805353
37947,2,161,0,0.2414752833975001
37948,-48,161,0,0.2414662411255558
37949,40,276,0,0.241457199192208
37950,65,300,0,0.24144815759744404
37951,59,298,0,0.24143911634125118
37952,22,161,0,0.24143007542361675
37953,22,161,0,0.2414210348445281
37954,70,300,0,0.24141199460397253
37955,0,300,0,0.2414029547019374
37956,22,214,0,0.24139391513841
37957,65,300,0,0.24138487591337765
37958,17,161,0,0.24137583702682772
37959,2,161,0,0.24136679847874748
37960,12,161,0,0.24135776026912428
37961,7,161,0,0.24134872239794547
37962,17,161,0,0.24133968486519836
37963,2,161,0,0.24133064767087026
37964,17,161,0,0.2413216108149485
37965,17,161,0,0.2413125742974204
37966,27,211,0,0.24130353811827332
37967,22,161,0,0.24129450227749458
37968,80,300,0,0.24128546677507148
37969,17,161,0,0.24127643161099138
37970,25,277,0,0.24126739678524162
37971,17,161,0,0.2412583622978095
37972,65,300,0,0.24124932814868238
37973,65,300,0,0.24124029433784758
37974,12,161,0,0.24123126086529242
37975,60,300,0,0.24122222773100424
37976,17,161,0,0.24121319493497037
37977,17,161,0,0.24120416247717816
37978,75,300,0,0.24119513035761492
37979,12,161,0,0.24118609857626802
37980,17,161,0,0.24117706713312476
37981,75,300,0,0.2411680360281725
37982,-6,298,0,0.24115900526139855
37983,22,161,0,0.24114997483279027
37984,60,300,0,0.241140944742335
37985,17,161,0,0.24113191499002004
37986,27,213,0,0.24112288557583278
37987,22,161,0,0.24111385649976053
37988,3,217,0,0.24110482776179062
37989,60,300,0,0.24109579936191042
37990,0,300,0,0.24108677130010725
37991,22,161,0,0.24107774357636844
37992,17,161,0,0.24106871619068135
37993,28,192,0,0.2410596891430333
37994,60,300,0,0.24105066243341167
37995,27,235,0,0.24104163606180376
37996,-8,161,0,0.24103261002819693
37997,19,174,0,0.24102358433257853
37998,17,161,0,0.2410145589749359
37999,70,300,0,0.24100553395525637
38000,75,300,0,0.2409965092735273
38001,15,300,0,0.24098748492973604
38002,22,161,0,0.24097846092386993
38003,45,277,0,0.2409694372559163
38004,39,298,0,0.2409604139258625
38005,7,161,0,0.2409513909336959
38006,9,172,0,0.24094236827940385
38007,22,161,0,0.24093334596297367
38008,70,300,0,0.2409243239843927
38009,17,161,0,0.24091530234364833
38010,70,300,0,0.2409062810407279
38011,85,300,0,0.24089726007561874
38012,70,300,0,0.2408882394483082
38013,12,161,0,0.24087921915878363
38014,75,300,0,0.2408701992070324
38015,90,300,0,0.24086117959304185
38016,12,161,0,0.24085216031679935
38017,-3,161,0,0.2408431413782922
38018,22,161,0,0.24083412277750785
38019,7,161,0,0.24082510451443356
38020,22,161,0,0.24081608658905673
38021,22,161,0,0.2408070690013647
38022,22,161,0,0.24079805175134483
38023,-3,161,0,0.24078903483898448
38024,12,161,0,0.24078001826427098
38025,29,223,0,0.2407710020271917
38026,7,161,0,0.24076198612773403
38027,17,161,0,0.2407529705658853
38028,70,300,0,0.24074395534163284
38029,22,161,0,0.24073494045496407
38030,22,161,0,0.2407259259058663
38031,9,298,0,0.2407169116943269
38032,20,300,0,0.24070789782033325
38033,22,161,0,0.2406988842838727
38034,17,161,0,0.24068987108493262
38035,64,298,0,0.24068085822350033
38036,55,300,0,0.24067184569956324
38037,35,300,0,0.24066283351310866
38038,23,216,0,0.240653821664124
38039,32,212,0,0.24064481015259662
38040,65,300,0,0.24063579897851387
38041,60,300,0,0.2406267881418631
38042,12,161,0,0.2406177776426317
38043,7,161,0,0.24060876748080703
38044,12,161,0,0.24059975765637645
38045,2,161,0,0.24059074816932732
38046,50,300,0,0.240581739019647
38047,28,242,0,0.24057273020732287
38048,35,300,0,0.2405637217323423
38049,65,300,0,0.24055471359469266
38050,75,300,0,0.2405457057943613
38051,22,161,0,0.24053669833133562
38052,22,161,0,0.24052769120560297
38053,23,191,0,0.2405186844171507
38054,22,161,0,0.24050967796596623
38055,65,300,0,0.24050067185203688
38056,60,300,0,0.24049166607535005
38057,60,300,0,0.2404826606358931
38058,17,161,0,0.2404736555336534
38059,12,161,0,0.24046465076861834
38060,7,161,0,0.24045564634077526
38061,22,264,0,0.2404466422501116
38062,22,161,0,0.24043763849661465
38063,22,161,0,0.24042863508027185
38064,22,161,0,0.24041963200107053
38065,22,161,0,0.2404106292589981
38066,22,161,0,0.2404016268540419
38067,7,161,0,0.24039262478618934
38068,70,300,0,0.24038362305542776
38069,22,161,0,0.2403746216617446
38070,55,300,0,0.24036562060512717
38071,14,172,0,0.2403566198855629
38072,24,270,0,0.24034761950303912
38073,22,161,0,0.24033861945754326
38074,90,300,0,0.24032961974906267
38075,17,161,0,0.24032062037758473
38076,8,193,0,0.2403116213430968
38077,17,161,0,0.2403026226455863
38078,7,161,0,0.2402936242850406
38079,80,300,0,0.2402846262614471
38080,-13,161,0,0.24027562857479312
38081,55,300,0,0.2402666312250661
38082,17,161,0,0.24025763421225343
38083,12,161,0,0.24024863753634246
38084,17,161,0,0.24023964119732058
38085,19,172,0,0.2402306451951752
38086,80,300,0,0.2402216495298937
38087,75,300,0,0.24021265420146343
38088,80,300,0,0.2402036592098718
38089,70,300,0,0.24019466455510619
38090,44,298,0,0.240185670237154
38091,21,182,0,0.2401766762560026
38092,23,290,0,0.24016768261163943
38093,22,161,0,0.24015868930405182
38094,60,300,0,0.24014969633322716
38095,55,300,0,0.24014070369915286
38096,75,300,0,0.2401317114018163
38097,36,257,0,0.2401227194412049
38098,100,300,0,0.240113727817306
38099,2,161,0,0.24010473653010703
38100,69,298,0,0.24009574557959537
38101,34,249,0,0.24008675496575843
38102,70,300,0,0.24007776468858358
38103,0,254,0,0.2400687747480582
38104,95,300,0,0.24005978514416973
38105,22,161,0,0.24005079587690553
38106,22,161,0,0.24004180694625302
38107,22,161,0,0.24003281835219956
38108,75,300,0,0.24002383009473255
38109,40,300,0,0.24001484217383942
38110,85,300,0,0.24000585458950754
38111,-3,161,0,0.23999686734172432
38112,80,300,0,0.23998788043047714
38113,44,298,0,0.2399788938557534
38114,80,300,0,0.23996990761754053
38115,85,300,0,0.2399609217158259
38116,24,274,0,0.23995193615059693
38117,17,161,0,0.239942950921841
38118,32,289,0,0.23993396602954553
38119,2,161,0,0.2399249814736979
38120,60,300,0,0.2399159972542855
38121,2,161,0,0.23990701337129577
38122,22,161,0,0.23989802982471609
38123,60,300,0,0.23988904661453386
38124,2,161,0,0.2398800637407365
38125,35,300,0,0.2398710812033114
38126,12,161,0,0.23986209900224598
38127,22,161,0,0.2398531171375276
38128,65,300,0,0.23984413560914372
38129,12,161,0,0.23983515441708173
38130,18,294,0,0.23982617356132901
38131,-3,161,0,0.23981719304187302
38132,75,300,0,0.2398082128587011
38133,90,300,0,0.2397992330118007
38134,17,161,0,0.23979025350115923
38135,60,300,0,0.23978127432676408
38136,55,300,0,0.23977229548860265
38137,24,171,0,0.2397633169866624
38138,50,300,0,0.23975433882093067
38139,90,300,0,0.23974536099139493
38140,13,193,0,0.23973638349804255
38141,7,161,0,0.23972740634086095
38142,17,161,0,0.23971842951983757
38143,22,161,0,0.2397094530349598
38144,39,249,0,0.23970047688621504
38145,22,161,0,0.23969150107359072
38146,-38,161,0,0.23968252559707426
38147,50,300,0,0.23967355045665306
38148,45,300,0,0.23966457565231455
38149,-23,161,0,0.23965560118404614
38150,60,300,0,0.23964662705183523
38151,18,219,0,0.23963765325566924
38152,85,300,0,0.2396286797955356
38153,4,274,0,0.2396197066714217
38154,32,260,0,0.23961073388331502
38155,-8,161,0,0.23960176143120293
38156,10,300,0,0.23959278931507283
38157,24,221,0,0.23958381753491217
38158,-20,252,0,0.23957484609070837
38159,65,300,0,0.23956587498244883
38160,17,161,0,0.239556904210121
38161,55,300,0,0.23954793377371225
38162,12,161,0,0.23953896367321006
38163,7,161,0,0.23952999390860183
38164,22,161,0,0.23952102447987497
38165,75,300,0,0.23951205538701692
38166,32,286,0,0.23950308663001507
38167,2,161,0,0.23949411820885688
38168,22,161,0,0.23948515012352975
38169,42,260,0,0.23947618237402113
38170,65,300,0,0.23946721496031842
38171,65,300,0,0.23945824788240905
38172,55,300,0,0.23944928114028047
38173,-3,161,0,0.23944031473392008
38174,22,161,0,0.2394313486633153
38175,22,161,0,0.2394223829284536
38176,17,161,0,0.23941341752932238
38177,65,300,0,0.23940445246590905
38178,22,161,0,0.23939548773820107
38179,49,298,0,0.23938652334618585
38180,60,300,0,0.23937755928985083
38181,-3,161,0,0.23936859556918344
38182,80,300,0,0.23935963218417108
38183,17,161,0,0.23935066913480124
38184,65,300,0,0.2393417064210613
38185,17,161,0,0.23933274404293872
38186,24,197,0,0.23932378200042093
38187,7,161,0,0.23931482029349535
38188,2,213,0,0.23930585892214942
38189,65,300,0,0.23929689788637057
38190,17,161,0,0.23928793718614624
38191,40,300,0,0.23927897682146387
38192,22,161,0,0.23927001679231089
38193,53,290,0,0.2392610570986747
38194,65,300,0,0.2392520977405428
38195,70,300,0,0.2392431387179026
38196,60,300,0,0.2392341800307415
38197,2,161,0,0.239225221679047
38198,13,243,0,0.23921626366280652
38199,40,300,0,0.23920730598200748
38200,80,300,0,0.23919834863663733
38201,65,300,0,0.2391893916266835
38202,65,300,0,0.23918043495213345
38203,22,161,0,0.2391714786129746
38204,70,300,0,0.2391625226091944
38205,80,300,0,0.2391535669407803
38206,19,274,0,0.23914461160771971
38207,18,219,0,0.2391356566100001
38208,70,300,0,0.23912670194760893
38209,50,300,0,0.23911774762053362
38210,50,300,0,0.23910879362876158
38211,80,300,0,0.23909983997228032
38212,95,300,0,0.23909088665107725
38213,64,298,0,0.2390819336651398
38214,22,161,0,0.23907298101445545
38215,60,300,0,0.23906402869901164
38216,44,271,0,0.23905507671879578
38217,18,269,0,0.23904612507379536
38218,65,300,0,0.2390371737639978
38219,69,299,0,0.23902822278939057
38220,17,262,0,0.2390192721499611
38221,95,300,0,0.23901032184569684
38222,75,300,0,0.23900137187658527
38223,55,300,0,0.2389924222426138
38224,75,300,0,0.2389834729437699
38225,12,161,0,0.23897452398004101
38226,2,161,0,0.2389655753514146
38227,22,161,0,0.23895662705787812
38228,36,282,0,0.238947679099419
38229,22,161,0,0.2389387314760247
38230,45,300,0,0.23892978418768268
38231,70,300,0,0.2389208372343804
38232,45,300,0,0.2389118906161053
38233,65,300,0,0.23890294433284484
38234,27,289,0,0.23889399838458647
38235,22,161,0,0.23888505277131766
38236,22,238,0,0.23887610749302587
38237,37,263,0,0.23886716254969853
38238,17,161,0,0.23885821794132311
38239,45,300,0,0.23884927366788708
38240,22,161,0,0.23884032972937788
38241,85,300,0,0.23883138612578297
38242,12,161,0,0.2388224428570898
38243,2,161,0,0.23881349992328588
38244,80,300,0,0.23880455732435862
38245,-8,161,0,0.23879561506029548
38246,80,300,0,0.23878667313108395
38247,17,161,0,0.23877773153671147
38248,70,300,0,0.23876879027716552
38249,2,161,0,0.23875984935243352
38250,17,161,0,0.238750908762503
38251,7,161,0,0.23874196850736135
38252,65,300,0,0.23873302858699608
38253,0,278,0,0.23872408900139463
38254,7,161,0,0.23871514975054448
38255,60,300,0,0.23870621083443308
38256,22,161,0,0.23869727225304793
38257,-18,161,0,0.23868833400637646
38258,90,300,0,0.23867939609440614
38259,30,300,0,0.23867045851712446
38260,2,161,0,0.23866152127451887
38261,12,161,0,0.23865258436657683
38262,7,161,0,0.2386436477932858
38263,17,161,0,0.2386347115546333
38264,32,260,0,0.23862577565060678
38265,20,300,0,0.23861684008119366
38266,80,300,0,0.23860790484638147
38267,40,300,0,0.23859896994615765
38268,16,184,0,0.23859003538050969
38269,80,300,0,0.23858110114942502
38270,22,161,0,0.23857216725289115
38271,17,161,0,0.23856323369089555
38272,-8,161,0,0.23855430046342568
38273,18,293,0,0.23854536757046904
38274,7,161,0,0.23853643501201308
38275,12,161,0,0.23852750278804527
38276,60,300,0,0.23851857089855308
38277,70,300,0,0.238509639343524
38278,80,300,0,0.23850070812294552
38279,60,300,0,0.2384917772368051
38280,50,300,0,0.2384828466850902
38281,22,161,0,0.23847391646778832
38282,17,213,0,0.23846498658488693
38283,-3,161,0,0.23845605703637351
38284,49,299,0,0.23844712782223554
38285,22,161,0,0.2384381989424605
38286,80,300,0,0.23842927039703585
38287,17,161,0,0.2384203421859491
38288,22,161,0,0.23841141430918772
38289,40,300,0,0.23840248676673917
38290,17,161,0,0.23839355955859096
38291,40,300,0,0.23838463268473056
38292,22,161,0,0.23837570614514547
38293,22,161,0,0.23836677993982314
38294,2,161,0,0.23835785406875107
38295,2,161,0,0.23834892853191675
38296,75,300,0,0.23834000332930766
38297,34,274,0,0.23833107846091126
38298,25,227,0,0.23832215392671507
38299,2,161,0,0.23831322972670657
38300,55,300,0,0.23830430586087323
38301,70,300,0,0.23829538232920253
38302,65,300,0,0.23828645913168198
38303,35,278,0,0.23827753626829906
38304,22,161,0,0.23826861373904126
38305,11,181,0,0.23825969154389606
38306,22,210,0,0.23825076968285097
38307,70,300,0,0.23824184815589344
38308,32,289,0,0.238232926963011
38309,23,219,0,0.23822400610419112
38310,65,300,0,0.23821508557942128
38311,60,300,0,0.238206165388689
38312,70,300,0,0.23819724553198174
38313,55,300,0,0.23818832600928702
38314,75,300,0,0.23817940682059233
38315,35,300,0,0.23817048796588514
38316,-13,161,0,0.23816156944515296
38317,49,298,0,0.23815265125838328
38318,7,161,0,0.2381437334055636
38319,22,161,0,0.23813481588668142
38320,50,300,0,0.2381258987017242
38321,22,161,0,0.2381169818506795
38322,70,300,0,0.23810806533353476
38323,19,296,0,0.2380991491502775
38324,17,161,0,0.2380902333008952
38325,70,300,0,0.2380813177853754
38326,80,300,0,0.23807240260370555
38327,70,300,0,0.23806348775587316
38328,85,300,0,0.23805457324186574
38329,22,161,0,0.2380456590616708
38330,85,300,0,0.23803674521527582
38331,95,300,0,0.2380278317026683
38332,60,300,0,0.23801891852383575
38333,12,161,0,0.23801000567876568
38334,12,161,0,0.23800109316744558
38335,59,299,0,0.23799218098986294
38336,7,161,0,0.2379832691460053
38337,17,161,0,0.2379743576358601
38338,17,212,0,0.23796544645941492
38339,70,300,0,0.23795653561665722
38340,45,300,0,0.2379476251075745
38341,50,300,0,0.2379387149321543
38342,35,252,0,0.23792980509038408
38343,39,299,0,0.23792089558225138
38344,75,300,0,0.2379119864077437
38345,7,161,0,0.23790307756684853
38346,17,161,0,0.2378941690595534
38347,65,300,0,0.23788526088584583
38348,17,161,0,0.23787635304571328
38349,27,212,0,0.2378674455391433
38350,17,161,0,0.2378585383661234
38351,22,161,0,0.23784963152664104
38352,65,300,0,0.2378407250206838
38353,65,300,0,0.23783181884823912
38354,52,289,0,0.23782291300929456
38355,60,300,0,0.23781400750383763
38356,95,300,0,0.23780510233185584
38357,75,300,0,0.2377961974933367
38358,90,300,0,0.2377872929882677
38359,39,298,0,0.23777838881663638
38360,17,161,0,0.23776948497843023
38361,-3,161,0,0.2377605814736368
38362,22,161,0,0.23775167830224359
38363,60,300,0,0.2377427754642381
38364,-65,300,0,0.23773387295960788
38365,55,300,0,0.2377249707883404
38366,70,300,0,0.23771606895042321
38367,22,161,0,0.2377071674458438
38368,7,161,0,0.23769826627458973
38369,30,300,0,0.23768936543664848
38370,50,300,0,0.2376804649320076
38371,-3,161,0,0.23767156476065457
38372,12,161,0,0.23766266492257693
38373,7,161,0,0.2376537654177622
38374,45,300,0,0.2376448662461979
38375,30,300,0,0.23763596740787157
38376,17,161,0,0.23762706890277072
38377,35,300,0,0.23761817073088284
38378,17,161,0,0.2376092728921955
38379,33,266,0,0.2376003753866962
38380,35,279,0,0.2375914782143725
38381,22,161,0,0.23758258137521185
38382,50,300,0,0.23757368486920183
38383,20,251,0,0.23756478869632994
38384,90,300,0,0.2375558928565837
38385,29,298,0,0.2375469973499507
38386,5,227,0,0.23753810217641838
38387,2,161,0,0.23752920733597432
38388,24,295,0,0.23752031282860603
38389,-71,195,0,0.23751141865430103
38390,-3,161,0,0.23750252481304687
38391,29,224,0,0.23749363130483106
38392,17,161,0,0.23748473812964113
38393,17,161,0,0.23747584528746463
38394,7,161,0,0.23746695277828905
38395,45,300,0,0.23745806060210195
38396,-28,161,0,0.23744916875889086
38397,-3,161,0,0.2374402772486433
38398,95,300,0,0.2374313860713468
38399,45,300,0,0.2374224952269889
38400,22,161,0,0.23741360471555717
38401,-8,161,0,0.23740471453703907
38402,24,247,0,0.23739582469142217
38403,45,300,0,0.23738693517869403
38404,22,161,0,0.23737804599884213
38405,22,161,0,0.23736915715185405
38406,70,300,0,0.2373602686377173
38407,20,229,0,0.23735138045641946
38408,50,300,0,0.237342492607948
38409,65,300,0,0.2373336050922905
38410,22,161,0,0.2373247179094345
38411,23,244,0,0.23731583105936752
38412,7,161,0,0.2373069445420771
38413,16,256,0,0.23729805835755077
38414,60,300,0,0.2372891725057761
38415,65,300,0,0.2372802869867406
38416,22,260,0,0.23727140180043185
38417,17,161,0,0.23726251694683734
38418,19,171,0,0.23725363242594463
38419,60,300,0,0.23724474823774128
38420,7,161,0,0.2372358643822148
38421,34,295,0,0.23722698085935276
38422,-8,161,0,0.2372180976691427
38423,80,300,0,0.23720921481157214
38424,21,230,0,0.23720033228662865
38425,22,161,0,0.23719145009429976
38426,80,300,0,0.23718256823457304
38427,7,161,0,0.237173686707436
38428,17,161,0,0.2371648055128762
38429,23,294,0,0.23715592465088117
38430,85,300,0,0.2371470441214385
38431,22,161,0,0.2371381639245357
38432,-18,161,0,0.23712928406016034
38433,80,300,0,0.23712040452829997
38434,5,178,0,0.2371115253289421
38435,12,161,0,0.23710264646207432
38436,2,161,0,0.23709376792768416
38437,-33,161,0,0.23708488972575917
38438,25,229,0,0.2370760118562869
38439,30,275,0,0.2370671343192549
38440,70,300,0,0.23705825711465076
38441,20,252,0,0.23704938024246197
38442,12,161,0,0.23704050370267613
38443,22,161,0,0.23703162749528078
38444,80,300,0,0.23702275162026346
38445,75,300,0,0.23701387607761173
38446,60,300,0,0.23700500086731316
38447,25,278,0,0.2369961259893553
38448,70,300,0,0.23698725144372568
38449,95,300,0,0.23697837723041187
38450,-3,161,0,0.23696950334940145
38451,7,161,0,0.23696062980068194
38452,12,161,0,0.23695175658424092
38453,64,298,0,0.23694288370006591
38454,22,161,0,0.23693401114814452
38455,22,161,0,0.23692513892846429
38456,41,283,0,0.23691626704101276
38457,-8,161,0,0.23690739548577752
38458,70,300,0,0.2368985242627461
38459,12,212,0,0.2368896533719061
38460,46,283,0,0.23688078281324504
38461,70,300,0,0.2368719125867505
38462,22,263,0,0.23686304269241004
38463,-5,254,0,0.2368541731302112
38464,-3,161,0,0.23684530390014158
38465,40,300,0,0.23683643500218873
38466,85,300,0,0.2368275664363402
38467,7,161,0,0.23681869820258356
38468,27,185,0,0.23680983030090638
38469,17,161,0,0.23680096273129622
38470,-8,161,0,0.23679209549374067
38471,-18,161,0,0.23678322858822726
38472,80,300,0,0.23677436201474356
38473,65,300,0,0.23676549577327716
38474,70,300,0,0.2367566298638156
38475,17,161,0,0.23674776428634647
38476,12,161,0,0.23673889904085735
38477,17,161,0,0.2367300341273358
38478,12,161,0,0.23672116954576936
38479,65,300,0,0.23671230529614562
38480,12,186,0,0.23670344137845215
38481,45,300,0,0.2366945777926765
38482,5,229,0,0.23668571453880627
38483,35,252,0,0.23667685161682903
38484,53,291,0,0.23666798902673233
38485,45,300,0,0.23665912676850376
38486,70,300,0,0.2366502648421309
38487,60,300,0,0.2366414032476013
38488,70,300,0,0.23663254198490255
38489,28,244,0,0.23662368105402223
38490,25,251,0,0.2366148204549479
38491,30,300,0,0.23660596018766714
38492,12,161,0,0.2365971002521675
38493,5,250,0,0.23658824064843662
38494,29,222,0,0.236579381376462
38495,20,300,0,0.23657052243623128
38496,17,161,0,0.236561663827732
